target,text,num_characters,num_words,num_sentences,transformed_text
0,want ask wait 4 finish lect co lect finish hour anyway,87,22,2,want ask wait 4 finish lect co lect finish hour anyway
0,finish work yet,30,8,2,finish work yet
0,everi king cri babi everi great build map imprtant u r today u wil reach tomorw gud ni8,143,32,2,everi king cri babi everi great build map imprtant u r today u wil reach tomorw gud ni8
0,dear case u r come cochin pl call bfore u shall also reach tell day u r engag an holiday,169,33,1,dear case u r come cochin pl call bfore u shall also reach tell day u r engag holiday
0,thank love torch bold,42,11,2,thank love torch bold
1,forward 448712404000 pleas call 08712404000 immedi urgent messag wait,111,19,1,forward 448712404000 plea call 08712404000 immedi urgent messag wait
0,farm open,18,5,1,farm open
0,sorri troubl u buy 4d dad 1405 1680 2 big 1 small sat n sun thanx,109,32,5,sorri troubl u buy 4d dad 1405 1680 2 big 1 small sat n sun thanx
0,sister law hope great month say hey abiola,76,18,3,sister law hope great month say hey abiola
0,purchas stuff today mail po box number,73,18,2,purcha stuff today mail po box number
0,ah poop look like ill prob send laptop get fix cuz gpu problem,92,22,2,ah poop look like ill prob send laptop get fix cuz gpu problem
0,good good job like entrepreneur,36,8,3,good good job like entrepreneur
0,aight close still around alex place,54,13,1,aight close still around alex place
0,meet corpor st outsid gap see mind work,78,17,1,meet corpor st outsid gap see mind work
0,mum ask buy food home,30,8,1,mum ask buy food home
0,k u also dont msg repli msg,40,12,1,k u also dont msg repli msg
0,much r will pay,29,8,1,much r pay
0,sorri call later,22,6,1,sorri call later
0,import prevent dehydr give enough fluid,77,13,1,import prevent dehydr give enough fluid
0,that bit weird even suppos happen good idea sure pub,109,28,2,bit weird even suppo happen good idea sure pub
0,true dear sat pray even felt sm time,75,19,1,true dear sat pray even felt sm time
0,think get away trek long famili town sorri,76,19,1,think get away trek long famili town sorri
0,wan na gym harri,30,8,1,wan na gym harri
0,quit late lar ard 12 anyway wun b drivin,49,12,1,quit late lar ard 12 anyway wun b drivin
1,review keep fantast nokia game deck club nokia go 2 unsubscrib alert repli word,155,26,2,review keep fantast nokia game deck club nokia go 2 unsubscrib alert repli word
1,4mth half price orang line rental latest camera phone 4 free phone call mobilesdirect free 08000938767 updat or2stoptxt cs,160,31,4,4mth half price orang line rental latest camera phone 4 free phone call mobilesdirect free 08000938767 updat or2stoptxt cs
0,height confid aeronaut professor wer calld amp wer askd 2 sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt 1 didnt move said made student,269,61,4,height confid aeronaut professor wer calld amp wer askd 2 sit aeroplan aftr sat wer told dat plane ws made student dey hurri plane bt 1 didnt move said made student
0,seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke,195,40,1,seem like weird time night g want come smoke day shitstorm attribut alway come make everyon smoke
1,08714712388 cost 10p,37,5,1,08714712388 cost 10p
0,save stress person dorm account send account detail money sent,125,27,2,save stress person dorm account send account detail money sent
0,also know lunch menu da know,48,12,3,also know lunch menu da know
0,stuff sell tell,39,9,1,stuff sell tell
1,urgent 2nd attempt contact u u call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvari 50,163,31,5,urgent 2nd attempt contact u u call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvari 50
0,book lesson msg call work sth go get spec membership px3748,121,29,5,book lesson msg call work sth go get spec membership px3748
1,guarante cash prize claim yr prize call custom servic repres 08714712394,147,25,2,guarant cash prize claim yr prize call custom servic repr 08714712394
0,macha dont feel assum one even wonder plan life begin anytim,162,28,1,macha dont feel assum one even wonder plan life begin anytim
0,oh send address,29,8,2,oh send address
0,anytim best,38,10,3,anytim best
0,wondar full flim,25,6,1,wondar full flim
0,ya even cooki jelli,40,8,1,ya even cooki jelli
0,world run feel admit correct let call keep run world may u r also run,226,51,1,world run feel admit correct let call keep run world may u r also run
0,got look scrumptiou daddi want eat night long,70,16,2,got look scrumptiou daddi want eat night long
0,co lar ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today,140,40,2,co lar ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today
0,alright omw got ta chang order half8th,47,11,1,alright omw got ta chang order half8th
0,exactli anyway far jide studi visit,63,14,3,exactli anyway far jide studi visit
0,dunno u ask,17,6,1,dunno u ask
1,email alertfrom jeri stewarts 2kbsubject prescripiton drvgsto listen email call 123,101,16,1,email alertfrom jeri stewart 2kbsubject prescripiton drvgsto listen email call 123
0,spring come earli yay,41,11,2,spring come earli yay
0,lol wo feel bad use money take steak dinner,80,20,1,lol wo feel bad use money take steak dinner
0,even u dont get troubl convinc tel twice tel neglect msg dont c read dont repli,137,30,1,even u dont get troubl convinc tel twice tel neglect msg dont c read dont repli
0,leav qatar tonit search went add ur prayer,103,17,1,leav qatar tonit search went add ur prayer
0,one talk,29,7,1,one talk
0,thank look realli appreci,51,11,2,thank look realli appreci
1,hi custom loyalti offer new nokia6650 mobil txtauction txt word start 81151 get 4t ctxt tc,149,34,4,hi custom loyalti offer new nokia6650 mobil txtauction txt word start 81151 get 4t ctxt tc
0,wish,25,7,1,wish
0,haha mayb u rite u know well da feel like someon gd lor u faster go find one gal group attach liao,149,36,3,haha mayb u rite u know well da feel like someon gd lor u faster go find one gal group attach liao
0,ye glad made,38,11,2,ye glad made
0,well littl time thing good time ahead,62,16,2,well littl time thing good time ahead
0,got room soon put clock back til 8 shout everyon get realis wahay anoth hour bed,181,46,5,got room soon put clock back til 8 shout everyon get reali wahay anoth hour bed
0,may free gym,34,10,2,may free gym
0,men like shorter ladi gaze eye,47,11,2,men like shorter ladi gaze eye
0,dunno ju say go lido time 930,40,11,2,dunno ju say go lido time 930
0,promis take good care princess run pleas send pic get chanc ttyl,110,28,4,promi take good care princess run plea send pic get chanc ttyl
1,u subscrib best mobil content servic uk per 10 day send stop helplin 08706091795,132,26,2,u subscrib best mobil content servic uk per 10 day send stop helplin 08706091795
0,reason spoken year anyway great week best exam,101,23,2,reason spoken year anyway great week best exam
0,monday next week give full gist,42,10,2,monday next week give full gist
1,realiz 40 year thousand old ladi run around tattoo,102,21,1,realiz 40 year thousand old ladi run around tattoo
1,import custom servic announc premier,65,10,1,import custom servic announc premier
0,dont gim lip caveboy,27,6,1,dont gim lip caveboy
0,get librari,31,7,1,get librari
0,reali recognis number confus r u pleas,82,19,2,reali recogni number confu r u plea
0,didnt holla,23,6,1,didnt holla
0,cant think anyon spare room top head,59,14,1,cant think anyon spare room top head
0,faith make thing possibl hope make thing work love make thing beauti may three christma merri christma,133,26,1,faith make thing possibl hope make thing work love make thing beauti may three christma merri christma
0,u made appoint,33,6,1,u made appoint
0,call phone vibrat act might hear text,95,20,1,call phone vibrat act might hear text
1,romant pari 2 night 2 flight book 4 next year call 08704439680t cs appli,96,22,3,romant pari 2 night 2 flight book 4 next year call 08704439680t cs appli
0,grandma oh dear u still ill felt shit morn think hungov anoth night leav sat,135,34,5,grandma oh dear u still ill felt shit morn think hungov anoth night leav sat
1,urgent ur guarante award still unclaim call 09066368327 claimcod m39m51,161,16,2,urgent ur guarant award still unclaim call 09066368327 claimcod m39m51
0,noth ju tot u would ask co u ba gua went mt faber yest yest ju went alreadi mah today go ju call lor,151,36,2,noth ju tot u would ask co u ba gua went mt faber yest yest ju went alreadi mah today go ju call lor
0,wish famili merri ma happi new year advanc,75,17,1,wish famili merri happi new year advanc
1,ur award citi break could win summer shop spree everi wk txt store 88039 skilgm tscs087147403231winawk age16,151,27,4,ur award citi break could win summer shop spree everi wk txt store 88039 skilgm tscs087147403231winawk age16
0,nt goin got somethin unless meetin 4 dinner lor haha wonder go ti time,103,26,1,nt goin got somethin unless meetin 4 dinner lor haha wonder go ti time
0,sorri call later,22,6,1,sorri call later
0,cant pick phone right pl send messag,51,12,2,cant pick phone right pl send messag
0,lol know dramat school alreadi close tomorrow appar ca drive inch snow suppos get,137,30,4,lol know dramat school alreadi close tomorrow appar ca drive inch snow suppo get
0,get anywher damn job hunt,58,11,1,get anywh damn job hunt
0,lol u drunkard hair moment yeah still 4 tonight wat plan,89,23,5,lol u drunkard hair moment yeah still 4 tonight wat plan
0,idc get weasel way shit twice row,81,19,1,idc get weasel way shit twice row
0,wil lt gt minut got space,57,18,2,wil lt gt minut got space
0,sleep surf,26,5,1,sleep surf
0,thank pick trash,32,7,1,thank pick trash
0,go tell friend sure want live smoke much spend hour beg come smoke,145,31,1,go tell friend sure want live smoke much spend hour beg come smoke
0,kate love see tonight ill phone tomorrow got sing guy gave card,122,31,3,kate love see tonight ill phone tomorrow got sing guy gave card
0,happi new year dear brother realli miss got number decid send text wish happi abiola,143,30,4,happi new year dear brother realli miss got number decid send text wish happi abiola
0,mean get door,23,5,1,mean get door
0,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli,136,37,11,opinion jada kusruthi lovabl silent spl charact matur stylish simpl pl repli
0,hmmm thought said 2 hour slave 3 late punish,94,23,2,hmmm thought said 2 hour slave 3 late punish
0,beerag,8,2,1,beerag
1,import custom servic announc premier call freephon 0800 542 0578,99,17,2,import custom servic announc premier call freephon 0800 542 0578
0,dont think turn like randomlli within 5min open,65,13,2,dont think turn like randomlli within 5min open
0,suppos could make still town though,71,17,1,suppo could make still town though
0,time fix spell sometim get complet diff word go figur,117,27,4,time fix spell sometim get complet diff word go figur
1,ever thought live good life perfect partner txt back name age join mobil commun,129,27,3,ever thought live good life perfect partner txt back name age join mobil commun
1,5 free top polyphon tone call 087018728737 nation rate get toppoli tune sent everi week text subpoli 81618 per pole unsub 08718727870,158,32,3,5 free top polyphon tone call 087018728737 nation rate get toppoli tune sent everi week text subpoli 81618 per pole unsub 08718727870
0,gud mrng dear hav nice day,28,7,1,gud mrng dear hav nice day
0,hope enjoy game yesterday sorri touch pl know fondli bein thot great week abiola,150,33,4,hope enjoy game yesterday sorri touch pl know fondli bein thot great week abiola
0,e best 4 ur drive tmr,31,10,1,e best 4 ur drive tmr
0,u dogbreath sound like jan c thatåõ al,72,24,3,u dogbreath sound like jan c thatåõ al
0,omg want scream weigh lost weight woohoo,70,17,3,omg want scream weigh lost weight woohoo
0,gener one uncount noun u dictionari piec research,94,21,3,gener one uncount noun u dictionari piec research
0,realli get hang around,48,10,1,realli get hang around
1,orang custom may claim free camera phone upgrad loyalti call 0207 153 offer end 14thmarch c appli availa,160,35,5,orang custom may claim free camera phone upgrad loyalti call 0207 153 offer end 14thmarch c appli availa
0,boy wherear friendsar thekingshead come canlov,98,19,1,boy wherear friendsar thekingshead come canlov
0,ok msg u b4 leav hous,31,10,1,ok msg u b4 leav hou
0,gim lt gt minut ago,43,17,1,gim lt gt minut ago
1,last chanc claim ur worth discount voucher today text shop 85023 savamob offer mobil cs savamob pobox84 m263uz sub 16,154,34,7,last chanc claim ur worth discount voucher today text shop 85023 savamob offer mobil cs savamob pobox84 m263uz sub 16
0,appt lt time gt fault u listen told u twice,71,24,3,appt lt time gt fault u listen told u twice
1,free 1st week no1 nokia tone 4 ur mobil everi week txt nokia 8077 get txting tell ur mate pobox 36504 w45wq,162,31,3,free 1st week no1 nokia tone 4 ur mobil everi week txt nokia 8077 get txting tell ur mate pobox 36504 w45wq
1,guarante award even cashto claim ur award call free 08000407165 2 stop getstop 88222 php rg21 4jx,143,30,2,guarant award even cashto claim ur award call free 08000407165 2 stop getstop 88222 php rg21 4jx
0,k 4,25,8,1,k 4
0,dled 3d imp,22,6,1,dled 3d imp
0,sure make sure know ai smokin yet,48,12,1,sure make sure know ai smokin yet
0,boooo alway work quit,33,8,2,boooo alway work quit
0,take half day leav bec well,44,11,1,take half day leav bec well
0,ugh wan na get bed warm,47,16,2,ugh wan na get bed warm
0,lt gt,26,13,1,lt gt
0,ring come guy costum gift futur yowif hint hint,112,25,3,ring come guy costum gift futur yowif hint hint
1,congratul ur award either cd gift voucher free entri 2 weekli draw txt music 87066 tnc,150,23,1,congratul ur award either cd gift voucher free entri 2 weekli draw txt music 87066 tnc
0,borrow ur bag ok,19,6,1,borrow ur bag ok
1,u outbid simonwatson5120 shinco dvd plyr 2 bid visit sm 2 end bid notif repli end,133,27,3,u outbid simonwatson5120 shinco dvd plyr 2 bid visit sm 2 end bid notif repli end
0,boytoy miss happen,48,12,2,boytoy miss happen
0,lot use one babe model help youi bring match,107,27,2,lot use one babe model help youi bring match
0,also bring galileo dobbi,38,7,1,also bring galileo dobbi
0,respond,27,5,1,respond
0,babe u enjoyin yourjob u seem 2 b gettin well hunni hope ure ok take care iåõllspeak 2u soonlot lovem,129,31,3,babe u enjoyin yourjob u seem 2 b gettin well hunni hope ure ok take care iåõllspeak 2u soonlot lovem
0,good afternoon starshin boytoy crave yet ach fuck sip cappuccino miss babe teas kiss,131,32,5,good afternoon starshin boytoy crave yet ach fuck sip cappuccino miss babe tea kiss
0,road cant txt,23,6,1,road cant txt
1,smsservic yourinclus text credit pl goto 3qxj9 unsubscrib stop extra charg help 9ae,156,25,4,smsservic yourinclu text credit pl goto 3qxj9 unsubscrib stop extra charg help 9ae
1,25p 4 alfi moon children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti,161,36,3,25p 4 alfi moon children need song ur mob tell ur m8 txt tone chariti 8007 nokia poli chariti poli zed 08701417012 profit 2 chariti
0,good even ttyl,25,6,2,good even ttyl
0,hmm bit piec lol sigh,42,11,2,hmm bit piec lol sigh
0,hahaha use brain dear,27,6,1,hahaha use brain dear
0,hey got mail,22,7,2,hey got mail
0,sorri light turn green meant anoth friend want lt gt worth may around,98,24,1,sorri light turn green meant anoth friend want lt gt worth may around
0,thank yesterday sir wonder hope enjoy burial mojibiola,89,17,4,thank yesterday sir wonder hope enjoy burial mojibiola
1,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care 07821230901,147,32,6,u secret admir reveal think u r special call opt repli reveal stop per msg recd cust care 07821230901
0,hi mate rv u hav nice hol messag 3 say hello coz havenåõt sent u 1 age start drive stay road rvx,130,31,1,hi mate rv u hav nice hol messag 3 say hello coz havenåõt sent u 1 age start drive stay road rvx
1,dear voucher holder claim week offer pc pleas go http ts cs appli stop text txt stop 80062,152,32,2,dear voucher holder claim week offer pc plea go http ts cs appli stop text txt stop 80062
0,thank much skype wit kz sura didnt get pleasur compani hope good given ultimatum oh countin aburo enjoy messag sent day ago,215,51,7,thank much skype wit kz sura didnt get pleasur compani hope good given ultimatum oh countin aburo enjoy messag sent day ago
0,sure result offer,26,6,1,sure result offer
0,good morn dear great amp success day,66,14,1,good morn dear great amp success day
1,want 750 anytim network min 150 text new video phone five pound per week call 08002888812 repli deliveri tomorrow,149,28,1,want 750 anytim network min 150 text new video phone five pound per week call 08002888812 repli deliveri tomorrow
0,sir late pay rent past month pay lt gt charg felt would inconsider nag someth give great cost didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank,372,89,5,sir late pay rent past month pay lt gt charg felt would inconsid nag someth give great cost didnt speak howev recess wont abl pay charg month henc askin well ahead month end plea help thank
1,tri contact offer new video phone 750 anytim network min half price rental camcord call 08000930705 repli deliveri wed,155,28,1,tri contact offer new video phone 750 anytim network min half price rental camcord call 08000930705 repli deliveri wed
1,last chanc 2 claim ur worth discount ye 85023 offer mobil cs sub 16 remov txt x stop,162,31,3,last chanc 2 claim ur worth discount ye 85023 offer mobil cs sub 16 remov txt x stop
0,luv u soo much u donåõt understand special u r 2 ring u 2morrow luv u xxx,82,20,1,luv u soo much u donåõt understand special u r 2 ring u 2morrow luv u xxx
0,pl send comprehens mail pay much,73,17,1,pl send comprehen mail pay much
0,prashanthettan mother pass away last night pray famili,76,15,2,prashanthettan mother pass away last night pray famili
1,urgent call 09066350750 landlin complimentari 4 ibiza holiday cash await collect sae cs po box 434 sk3 8wp 150 ppm,153,31,3,urgent call 09066350750 landlin complimentari 4 ibiza holiday cash await collect sae cs po box 434 sk3 8wp 150 ppm
0,go,24,8,1,go
0,meanwhil shit suit xavier decid give us lt gt second warn samantha come play jay guitar impress shit also think doug realiz live anymor,231,52,2,meanwhil shit suit xavier decid give us lt gt second warn samantha come play jay guitar impress shit also think doug realiz live anymor
0,stomach thru much trauma swear ca eat better lose weight,87,21,2,stomach thru much trauma swear ca eat better lose weight
0,offic what matter msg call break,72,21,1,offic matter msg call break
0,yeah bare enough room two us x mani fuck shoe sorri man see later,105,25,2,yeah bare enough room two us x mani fuck shoe sorri man see later
1,today offer claim ur worth discount voucher text ye 85023 savamob member offer mobil cs sub 16 unsub repli x,160,35,7,today offer claim ur worth discount voucher text ye 85023 savamob member offer mobil cs sub 16 unsub repli x
0,u reach orchard alreadi u wan 2 go buy ticket first,54,13,2,u reach orchard alreadi u wan 2 go buy ticket first
0,real babi want bring inner tigress,58,15,2,real babi want bring inner tigress
0,da run activ full version da,54,13,1,da run activ full version da
0,poor babi hope urfeel bettersn luv probthat overdos work hey go care spk 2 u sn lot lovejen,118,26,2,poor babi hope urfeel bettersn luv probthat overdo work hey go care spk 2 u sn lot lovejen
0,stop stori told return say order,88,23,2,stop stori told return say order
1,talk sexi make new friend fall love world discreet text date servic text vip 83110 see could meet,144,32,3,talk sexi make new friend fall love world discreet text date servic text vip 83110 see could meet
0,go take babe,29,7,1,go take babe
0,hai ana tomarrow come morn lt decim gt ill sathi go rto offic repli came home,136,35,3,hai ana tomarrow come morn lt decim gt ill sathi go rto offic repli came home
0,spoon okay,23,6,1,spoon okay
0,say somebodi name tampa,39,8,1,say somebodi name tampa
0,work go min,35,10,2,work go min
0,brother geniu,24,5,1,brother geniu
0,sorri guess whenev get hold connect mayb hour two text,95,24,2,sorri guess whenev get hold connect mayb hour two text
0,u find time bu coz need sort stuff,73,19,1,u find time bu coz need sort stuff
0,dude ive see lotta corvett late,45,8,1,dude ive see lotta corvett late
1,congratul ur award either yr suppli cd virgin record mysteri gift guarante call 09061104283 ts cs approx 3min,161,26,1,congratul ur award either yr suppli cd virgin record mysteri gift guarant call 09061104283 ts cs approx 3min
0,consid wall bunker shit import never play peac guess place high enough matter,159,32,1,consid wall bunker shit import never play peac guess place high enough matter
1,privat 2003 account statement 07808 xxxxxx show 800 point call 08719899217 identifi code 41685 expir,149,25,3,privat 2003 account statement 07808 xxxxxx show 800 point call 08719899217 identifi code 41685 expir
1,hello need posh bird chap user trial prod champney put need address dob asap ta r,134,32,5,hello need posh bird chap user trial prod champney put need address dob asap ta r
1,u want xma 100 free text messag new video phone half price line rental call free 0800 0721072 find,154,35,3,u want xma 100 free text messag new video phone half price line rental call free 0800 0721072 find
0,well offici philosoph hole u wan na call home readi save,92,22,1,well offici philosoph hole u wan na call home readi save
0,go good problem still need littl experi understand american custom voic,102,18,1,go good problem still need littl experi understand american custom voic
0,text drop x,31,9,1,text drop x
0,ugh long day exhaust want cuddl take nap,77,20,3,ugh long day exhaust want cuddl take nap
0,talk atleast day otherwis miss best friend world shesil lt gt,139,35,3,talk atleast day otherwi miss best friend world shesil lt gt
1,shop till u drop either 10k 5k cash travel voucher call ntt po box cr01327bt fixedlin cost 150ppm mobil vari,158,35,2,shop till u drop either 10k 5k cash travel voucher call ntt po box cr01327bt fixedlin cost 150ppm mobil vari
0,castor need see someth,44,10,2,castor need see someth
1,sunshin quiz wkli q win top soni dvd player u know countri liverpool play mid week txt ansr sp tyron,137,30,3,sunshin quiz wkli q win top soni dvd player u know countri liverpool play mid week txt ansr sp tyron
1,u secret admir look 2 make contact r reveal think ur 09058094565,132,26,1,u secret admir look 2 make contact r reveal think ur 09058094565
1,u secret admir look 2 make contact r reveal think ur,143,26,1,u secret admir look 2 make contact r reveal think ur
1,remind download content alreadi paid goto http mymobi collect content,127,27,4,remind download content alreadi paid goto http mymobi collect content
0,see knew give break time woul lead alway want miss curfew gon na gibe one midnight movi gon na get til need come home need getsleep anyth need b studdi ear train,276,67,4,see knew give break time woul lead alway want miss curfew gon na gibe one midnight movi gon na get til need come home need getsleep anyth need b studdi ear train
0,love give massag use lot babi oil fave posit,78,19,2,love give massag use lot babi oil fave posit
0,dude go sup,27,6,1,dude go sup
0,yoyyooo u know chang permiss drive mac usb flash drive,79,17,2,yoyyooo u know chang permiss drive mac usb flash drive
0,gibb hussey,24,3,1,gibb hussey
0,like talk pa abl dont know,52,16,2,like talk pa abl dont know
0,dun cut short leh u dun like ah fail quit sad,68,20,4,dun cut short leh u dun like ah fail quit sad
0,unbeliev faglord,24,3,1,unbeliev faglord
0,knew time murder exactli,44,8,1,knew time murder exactli
0,ask princess,24,6,1,ask princess
0,great princess think,55,14,3,great princess think
0,nutter cutter ctter cttergg cttargg ctargg ctagg ie,62,16,8,nutter cutter ctter cttergg cttargg ctargg ctagg ie
0,ok noe u busi realli bore msg oso dunno wat colour choos 4 one,104,29,1,ok noe u busi realli bore msg oso dunno wat colour choo 4 one
0,g class earli tomorrow thu tri smoke lt gt,87,23,1,g class earli tomorrow thu tri smoke lt gt
0,superb grate u dont everyth u want mean u still opportun happier tomorrow u,150,32,2,superb grate u dont everyth u want mean u still opportun happier tomorrow u
0,hope good week check,49,11,2,hope good week check
0,use hope agent drop sinc book thing year whole boston nyc experi,154,39,3,use hope agent drop sinc book thing year whole boston nyc experi
0,thursday night yeah sure thing work,56,14,2,thursday night yeah sure thing work
1,free rington wait collect simpli text password 85069 verifi get usher britney fml,125,26,4,free rington wait collect simpli text password 85069 verifi get usher britney fml
0,probabl money worri thing come due sever outstand invoic work two three month ago,126,24,2,probabl money worri thing come due sever outstand invoic work two three month ago
0,possibl teach,43,11,2,possibl teach
0,wonder phone batteri went dead tell love babe,77,19,2,wonder phone batteri went dead tell love babe
0,love smell bu ai tobacco,49,11,1,love smell bu ai tobacco
0,get worri derek taylor alreadi assum worst,84,16,1,get worri derek taylor alreadi assum worst
0,hey charl sorri late repli,49,11,1,hey charl sorri late repli
1,lastest stereophon marley dizze racal libertin stroke win nookii game flirt click themob wap bookmark text wap 82468,162,32,3,lastest stereophon marley dizz racal libertin stroke win nookii game flirt click themob wap bookmark text wap 82468
0,give plu said grinul greet whenev speak,79,17,2,give plu said grinul greet whenev speak
0,white fudg oreo store,31,6,1,white fudg oreo store
1,januari male sale hot gay chat cheaper call nation rate cheap peak stop text call 08712460324,155,30,4,januari male sale hot gay chat cheaper call nation rate cheap peak stop text call 08712460324
0,love come took long leav zaher got word ym happi see sad left miss,146,38,4,love come took long leav zaher got word ym happi see sad left miss
0,sorri hurt,23,7,1,sorri hurt
0,ca feel nauseou piss eat sweet week caus today plan pig diet week hungri,160,43,6,ca feel nauseou piss eat sweet week cau today plan pig diet week hungri
0,ok lor earli still project meet,62,14,2,ok lor earli still project meet
0,call da wait call,39,11,1,call da wait call
0,could ask carlo could get anybodi els chip,67,15,1,could ask carlo could get anybodi el chip
0,actual send remind today wonder weekend,73,14,2,actual send remind today wonder weekend
0,peopl see msg think iam addict msging wrong bcoz know iam addict sweet friend bslvyl,148,32,3,peopl see msg think iam addict msging wrong bcoz know iam addict sweet friend bslvyl
0,hey gave photo regist drive ah tmr wan na meet yck,88,20,2,hey gave photo regist drive ah tmr wan na meet yck
0,dont talk ever ok word,37,10,1,dont talk ever ok word
0,u wana see,23,6,1,u wana see
0,way school pl send ashley number,56,14,2,way school pl send ashley number
0,shall fine avalarr hollalat,53,12,3,shall fine avalarr hollalat
0,went attend anoth two round today still reach home,73,15,1,went attend anoth two round today still reach home
0,actual delet old websit blog,80,13,1,actual delet old websit blog
0,k wait chikku il send aftr lt gt min,44,16,1,k wait chikku il send aftr lt gt min
0,diet ate 1 mani slice pizza yesterday ugh alway diet,92,26,3,diet ate 1 mani slice pizza yesterday ugh alway diet
0,k give kvb acc detail,35,12,1,k give kvb acc detail
0,oh come ah,23,7,1,oh come ah
1,money r lucki winner 2 claim prize text money 2 88600 give away text rate box403 w1t1ji,140,29,4,money r lucki winner 2 claim prize text money 2 88600 give away text rate box403 w1t1ji
0,realli sorri wo b abl 2 u find yr term go ok,106,26,1,realli sorri wo b abl 2 u find yr term go ok
0,congratul ore mo owo wa enjoy wish mani happi moment fro wherev go,103,22,2,congratul ore mo owo wa enjoy wish mani happi moment fro wherev go
0,samu shoulder yet,34,7,1,samu shoulder yet
0,time think need know near campu,77,18,2,time think need know near campu
1,dear matthew pleas call 09063440451 landlin complimentari 4 lux tenerif holiday cash await collect ppm150 sae cs box334 sk38xh,159,30,2,dear matthew plea call 09063440451 landlin complimentari 4 lux tenerif holiday cash await collect ppm150 sae cs box334 sk38xh
0,dun wear jean lor,26,6,1,dun wear jean lor
0,sinc side fever vomitin,47,12,1,sinc side fever vomitin
0,k colleg,24,8,1,k colleg
1,urgent call 09061749602 landlin complimentari 4 tenerif holiday cash await collect sae cs box 528 hp20 1yf 150ppm,149,28,3,urgent call 09061749602 landlin complimentari 4 tenerif holiday cash await collect sae cs box 528 hp20 1yf 150ppm
0,better made friday stuf like pig yesterday feel bleh least writh pain kind bleh,133,30,4,better made friday stuf like pig yesterday feel bleh least writh pain kind bleh
0,sell ton coin sell coin someon thru paypal voila money back life pocket,126,31,4,sell ton coin sell coin someon thru paypal voila money back life pocket
0,theyr lot place hospit medic place safe,78,16,2,theyr lot place hospit medic place safe
1,get touch folk wait compani txt back name age opt enjoy commun,132,28,3,get touch folk wait compani txt back name age opt enjoy commun
0,also sorta blown coupl time recent id rather text blue look weed,116,25,1,also sorta blown coupl time recent id rather text blue look weed
0,sent score sopha secondari applic school think think appli research cost also contact joke ogunrind school one less expens one,221,47,3,sent score sopha secondari applic school think think appli research cost also contact joke ogunrind school one less expen one
0,cant wait see photo use,59,16,3,cant wait see photo use
1,ur current 500 pound maxim ur send go 86688 cc 08718720201 po box,137,26,2,ur current 500 pound maxim ur send go 86688 cc 08718720201 po box
0,hey book kb sat alreadi lesson go ah keep sat night free need meet confirm lodg,143,31,2,hey book kb sat alreadi lesson go ah keep sat night free need meet confirm lodg
0,chk ur belovd ms dict,24,6,1,chk ur belovd ms dict
0,time want come,38,10,1,time want come
0,awesom lem know whenev around,42,9,1,awesom lem know whenev around
0,shb b ok lor thanx,24,7,1,shb b ok lor thanx
0,beauti truth graviti read care heart feel light someon feel heavi someon leav good night,159,33,2,beauti truth graviti read care heart feel light someon feel heavi someon leav good night
0,also rememb get dobbi bowl car,47,10,1,also rememb get dobbi bowl car
1,filthi stori girl wait,41,7,1,filthi stori girl wait
0,sorri c ur msg yar lor poor thing 4 one night tmr u brand new room 2 sleep,122,32,2,sorri c ur msg yar lor poor thing 4 one night tmr u brand new room 2 sleep
0,love decis feel could decid love life would much simpler less magic,126,31,2,love deci feel could decid love life would much simpler less magic
0,welp appar retir,26,4,1,welp appar retir
0,sort code acc bank natwest repli confirm sent right person,114,28,3,sort code acc bank natwest repli confirm sent right person
0,,7,2,1,
0,u sure u ca take sick time,34,10,1,u sure u ca take sick time
1,urgent tri contact today draw show prize guarante call 09050001808 land line claim m95 valid12hr,157,31,5,urgent tri contact today draw show prize guarant call 09050001808 land line claim m95 valid12hr
0,watch cartoon listen music amp eve go templ amp church u,92,23,1,watch cartoon listen music amp eve go templ amp church u
0,yo chad gymnast class wan na take site say christian class full,90,19,2,yo chad gymnast class wan na take site say christian class full
0,much buzi,22,5,1,much buzi
0,better still catch let ask sell lt gt,85,25,1,better still catch let ask sell lt gt
0,sure night menu know noon menu,63,16,4,sure night menu know noon menu
0,u want come back beauti necklac token heart give wife see one give call wait till come,220,50,1,u want come back beauti necklac token heart give wife see one give call wait till come
0,will go aptitud class,41,9,1,go aptitud class
0,wont b tri 2 sort hous ok,60,16,1,wont b tri 2 sort hou ok
0,yar lor wan 2 go c hors race today mah eat earlier lor ate chicken rice u,88,24,3,yar lor wan 2 go c hor race today mah eat earlier lor ate chicken rice u
0,haha awesom omw back,31,7,1,haha awesom omw back
0,yup thk e shop close lor,37,10,1,yup thk e shop close lor
0,account number,28,6,1,account number
